gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulation
CD40,0.159168859324961,9.21019832985386,1.23020719190006,0.219223862286477,0.245901898437741,-7.57043871392246,NS
CASP1,-0.13785971914265,8.58847181628392,-1.21264455670377,0.225863980431085,0.252016651849421,-7.59185586335623,NS
PPP3CA,0.0684781226903226,9.66399791231733,1.18339553885292,0.237239713895818,0.263323661496929,-7.62684498843799,NS
XBP1,-0.0867639812761816,14.2179791231733,-1.17672303617187,0.239890803280749,0.264879428622494,-7.63470797534784,NS
IFNA4,-0.0232570091155457,0.0251565762004175,-1.14907346073661,0.251099442461329,0.275819076693274,-7.66681953358943,NS
MAPK12,0.163879896526236,8.13438204592902,1.11469415235902,0.2655409480773,0.290178768001998,-7.70568758703998,NS
CCL3,-0.152308154717917,7.11168684759917,-0.982920750293587,0.32614306707319,0.354576052407776,-7.84378304562398,NS
PLCG1,0.0738931756590375,10.4809603340292,0.919831269149213,0.358124171456554,0.387358797697905,-7.90378228914309,NS
CASP6,-0.0525368563685493,9.04242797494781,-0.904554727955371,0.366156288000456,0.394036208406582,-7.91771431325431,NS
ROCK2,0.0577730968218884,10.8509603340292,0.883879888918067,0.377204705374426,0.403875745148375,-7.93619921028684,NS
TRAF3,-0.0626733431879654,9.27734655532359,-0.852877798601743,0.394153558147202,0.41990228305129,-7.96311909456344,NS
APOB,0.120726287262862,17.2420020876827,0.751792145055431,0.452545610599754,0.47969834723574,-8.04423675686128,NS
CXCL8,-0.204444025622085,7.48129645093946,-0.705064129211227,0.481113314151979,0.507442898508555,-8.07828850847056,NS
IRF3,-0.0442111357477213,11.3087599164927,-0.656202932149494,0.512008819858258,0.53735579113837,-8.11156329863252,NS
POU2F1,0.0365276915496473,9.42840292275574,0.634274364637336,0.526204737037192,0.549534011093028,-8.12572155957853,NS
APAF1,-0.0634016260162493,8.75395824634656,-0.615177942296471,0.538729606125899,0.559856257346522,-8.1376598180508,NS
NFE2L2,0.0424506035969294,11.6571565762004,0.599981791724827,0.548802242947899,0.567541831731486,-8.14689964422778,NS
TBK1,0.0251325449618243,9.88854279749478,0.503898721282518,0.614564347215587,0.63246427965876,-8.19997801022724,NS
IL18,0.0758768169499868,7.0503611691023,0.486213134536762,0.627038609140304,0.642184469264466,-8.20874206349559,NS
CD14,0.066557280118241,13.394,0.463923355604776,0.642913591559527,0.655277314474133,-8.21934226649171,NS
TIRAP,-0.0251772850455811,8.32464091858038,-0.381836036833448,0.702752410541865,0.712839765717107,-8.25409484169334,NS
VAV1,0.0304554570091096,7.18643423799583,0.229051852442668,0.818926460855709,0.826725760482907,-8.30082281148437,NS
